Data,Operacja,Waluta,Ilość,Kurs_NBP_T1,PLN_Wartość,Typ_PIT
2024-10-16T13:43:49.000000,Buy Crypto With Fiat,USDC,23.79606329,3.9332,93.59,KOSZT (Zakup)
2024-11-27T22:21:42.000000,Buy Crypto With Fiat,USDC,23.04314941,4.1073,94.65,KOSZT (Zakup)
2024-11-27T22:53:42.000000,Buy Crypto With Fiat,USDC,23.05558456,4.1073,94.7,KOSZT (Zakup)
2024-12-09T21:33:08.000000,Buy Crypto With Fiat,USDC,46.58660549,4.0341,187.94,KOSZT (Zakup)
