Czas,Konto,Operacja,Moneta,Zmien,Uwagi
25-10-11 13:25:13,Spot,Transaction Sold,XRP,-2.2,
25-10-11 13:25:13,Spot,Transaction Revenue,USDC,5.41266,
25-10-11 13:25:13,Spot,Transaction Fee,BNB,-0.0000034,
25-10-11 13:29:08,Spot,Transaction Revenue,USDC,56.245728,
25-10-11 13:29:08,Spot,Transaction Sold,ETH,-0.0147,
25-10-11 13:29:08,Spot,Transaction Fee,BNB,-0.00003724,
25-10-11 13:37:55,Spot,Transaction Fee,BNB,-0.00000603,
25-10-11 13:37:55,Spot,Transaction Sold,ETH,-0.0025,
25-10-11 13:37:55,Spot,Transaction Revenue,USDC,9.5858,
25-10-11 13:40:43,Spot,Binance Convert,ACE,-0.03275398,
25-10-11 13:40:43,Spot,Binance Convert,NEO,0.0022019,
25-10-11 13:42:11,Spot,Binance Convert,ETH,0.00106911,
25-10-11 13:42:11,Spot,Binance Convert,WCT,-26.04201151,
25-10-11 13:43:15,Spot,Binance Convert,NEO,-1.00180706,
25-10-11 13:43:15,Spot,Binance Convert,ETH,0.001211,
25-10-11 13:50:40,Spot,Binance Convert,ETH,0.00000438,
25-10-11 13:50:40,Spot,Binance Convert,SOLV,-0.76727359,
25-10-11 13:52:38,Spot,Binance Convert,AVA,-0.029,
25-10-11 13:52:38,Spot,Binance Convert,BMT,0.23223518,
25-10-11 13:53:23,Spot,Binance Convert,ETH,0.00000461,
25-10-11 13:53:24,Spot,Binance Convert,BMT,-0.41539144,
25-10-11 13:55:35,Spot,Binance Convert,AVA,1.81587566,
25-10-11 13:55:35,Spot,Binance Convert,DEXE,-0.10649343,
25-10-11 13:58:25,Spot,Binance Convert,BNB,0.00058041,
25-10-11 13:58:26,Spot,Binance Convert,EIGEN,-0.52129866,
25-10-11 14:00:29,Spot,Binance Convert,KERNEL,0.06330936,
25-10-11 14:00:30,Spot,Binance Convert,AVA,-0.029,
25-10-11 14:01:01,Spot,Binance Convert,KERNEL,-0.11690212,
25-10-11 14:01:01,Spot,Binance Convert,BNB,0.00001628,
25-10-11 14:02:46,Spot,Binance Convert,GUN,0.51320393,
25-10-11 14:02:46,Spot,Binance Convert,AVA,-0.029,
25-10-11 14:03:10,Spot,Binance Convert,GUN,-0.89759812,
25-10-11 14:03:10,Spot,Binance Convert,BNB,0.00001541,
25-10-11 14:06:30,Spot,Binance Convert,AVA,-0.029,
25-10-11 14:06:30,Spot,Binance Convert,S,0.05361757,
25-10-11 14:06:53,Spot,Binance Convert,ETH,0.00000337,
25-10-11 14:06:54,Spot,Binance Convert,S,-0.06973699,
25-10-11 14:07:39,Spot,Binance Convert,PYTH,0.08835425,
25-10-11 14:07:40,Spot,Binance Convert,AVA,-0.029,
25-10-11 14:08:16,Spot,Binance Convert,PYTH,-0.09246383,
25-10-11 14:08:16,Spot,Binance Convert,BNB,0.00000917,
25-10-11 14:10:34,Spot,Binance Convert,BNB,0.00067037,
25-10-11 14:10:35,Spot,Binance Convert,AVA,-2.19852017,
25-10-11 14:11:44,Spot,Binance Convert,BTC,0.00001748,
25-10-11 14:11:45,Spot,Binance Convert,XRP,-0.79832298,
25-10-11 14:12:40,Spot,Binance Convert,ETH,0.00064419,
25-10-11 14:12:41,Spot,Binance Convert,NEAR,-1.00403671,
25-10-11 14:14:33,Spot,Binance Convert,ETH,0.00051348,
25-10-11 14:14:34,Spot,Binance Convert,LINK,-0.10961521,
25-10-11 14:16:01,Spot,Transaction Fee,BNB,-0.00001068,
25-10-11 14:16:01,Spot,Transaction Revenue,USDC,16.882316,
25-10-11 14:16:01,Spot,Transaction Sold,ETH,-0.0044,
25-10-11 14:18:07,Spot,Binance Convert,ETH,0.00087737,
25-10-11 14:18:07,Spot,Binance Convert,ADA,-5.09534622,
25-10-11 14:18:27,Spot,Binance Convert,ETH,0.00110515,
25-10-11 14:18:27,Spot,Binance Convert,SOL,-0.02327234,
25-10-11 14:19:03,Spot,Binance Convert,SUI,-1.6945846,
25-10-11 14:19:03,Spot,Binance Convert,ETH,0.00118729,
25-10-11 14:19:39,Spot,Binance Convert,ETH,0.00060134,
25-10-11 14:19:39,Spot,Binance Convert,BNB,-0.00204936,
25-10-11 14:21:03,Spot,Transaction Fee,USDC,-0.01303257,
25-10-11 14:21:03,Spot,Transaction Sold,ETH,-0.0034,
25-10-11 14:21:03,Spot,Transaction Revenue,USDC,13.032574,
25-10-11 14:21:08,Spot,Transaction Sold,BTC,-0.00006,
25-10-11 14:21:08,Spot,Transaction Revenue,USDC,6.7402794,
25-10-11 14:21:08,Spot,Transaction Fee,USDC,-0.00640327,
25-10-11 14:23:49,Spot,Simple Earn Flexible Subscription,BTC,-0.00000743,Binance Earn
25-10-11 14:23:49,Spot,Simple Earn Flexible Subscription,ETH,-0.00193229,Binance Earn
25-10-11 14:23:49,Spot,Simple Earn Flexible Subscription,USDC,-168.47304622,Binance Earn
25-10-12 03:11:54,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-12 03:12:00,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-12 03:12:23,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-12 03:12:40,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-12 03:12:55,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-12 03:13:06,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-12 03:13:31,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-12 08:49:31,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-12 08:49:32,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-13 03:11:57,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-13 03:12:02,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-13 03:12:25,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-13 03:12:42,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-13 03:12:58,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-13 03:13:09,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-13 03:13:33,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-13 05:59:52,Spot,Simple Earn Flexible Interest,USDC,0.0184619,Binance Earn
25-10-13 08:52:50,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,USDC,-0.0184619,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-13 08:52:51,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-14 03:11:15,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-14 03:11:21,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-14 03:11:43,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-14 03:11:59,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-14 03:12:14,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-14 03:12:24,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-14 03:12:47,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-14 07:29:09,Spot,Simple Earn Flexible Interest,USDC,0.01846272,Binance Earn
25-10-14 08:50:03,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-14 08:50:03,Spot,Simple Earn Flexible Subscription,USDC,-0.01846272,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-14 08:50:04,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-15 03:11:28,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-15 03:11:33,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-15 03:11:57,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-15 03:12:13,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-15 03:12:29,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-15 03:12:39,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-15 03:13:03,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-15 06:21:45,Spot,Simple Earn Flexible Interest,USDC,0.01846542,Binance Earn
25-10-15 08:54:20,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,USDC,-0.01846542,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-15 08:54:21,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-16 03:21:26,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-16 03:21:32,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-16 03:21:56,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-16 03:22:13,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-16 03:22:28,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-16 03:22:38,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-16 03:23:03,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-16 07:08:52,Spot,Simple Earn Flexible Interest,USDC,0.01846813,Binance Earn
25-10-16 08:50:12,Spot,Simple Earn Flexible Subscription,USDC,-0.01846813,Binance Earn
25-10-16 08:50:12,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-16 08:50:12,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-16 08:50:12,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-16 08:50:13,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-16 08:50:13,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-16 08:50:13,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-16 08:50:13,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-17 03:11:26,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-17 03:11:32,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-17 03:11:55,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-17 03:12:11,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-17 03:12:26,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-17 03:12:36,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-17 03:13:01,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-17 06:29:37,Spot,Simple Earn Flexible Interest,USDC,0.0184709,Binance Earn
25-10-17 08:51:20,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-17 08:51:20,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-17 08:51:20,Spot,Simple Earn Flexible Subscription,USDC,-0.0184709,Binance Earn
25-10-17 08:51:20,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-17 08:51:21,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-17 08:51:21,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-17 08:51:21,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-17 08:51:21,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-18 03:11:01,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-18 03:11:07,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-18 03:11:29,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-18 03:11:45,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-18 03:12:00,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-18 03:12:10,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-18 03:12:34,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-18 07:15:21,Spot,Simple Earn Flexible Interest,USDC,0.01847374,Binance Earn
25-10-18 08:53:07,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-18 08:53:07,Spot,Simple Earn Flexible Subscription,USDC,-0.01847374,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-18 08:53:08,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-19 03:11:14,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-19 03:11:20,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-19 03:11:44,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-19 03:11:59,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-19 03:12:13,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-19 03:12:23,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-19 03:12:48,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-19 07:25:18,Spot,Simple Earn Flexible Interest,USDC,0.01847668,Binance Earn
25-10-19 08:51:53,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-19 08:51:53,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-19 08:51:53,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-19 08:51:53,Spot,Simple Earn Flexible Subscription,USDC,-0.01847668,Binance Earn
25-10-19 08:51:54,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-19 08:51:54,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-19 08:51:54,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-19 08:51:54,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-20 03:11:09,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-20 03:11:15,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-20 03:11:39,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-20 03:11:54,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-20 03:12:06,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-20 03:12:17,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-20 03:12:42,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-20 07:59:14,Spot,Simple Earn Flexible Interest,USDC,0.01847958,Binance Earn
25-10-20 08:54:10,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-20 08:54:10,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-20 08:54:10,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-20 08:54:10,Spot,Simple Earn Flexible Subscription,USDC,-0.01847958,Binance Earn
25-10-20 08:54:11,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-20 08:54:11,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-20 08:54:11,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-20 08:54:11,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-21 03:11:08,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-21 03:11:14,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-21 03:11:38,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-21 03:11:52,Spot,Simple Earn Locked Rewards,SOLV,0.0054794,Binance Earn
25-10-21 03:12:04,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-21 03:12:15,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-21 03:12:40,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-21 07:30:13,Spot,Simple Earn Flexible Interest,USDC,0.01848247,Binance Earn
25-10-21 08:54:15,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-21 08:54:15,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-21 08:54:15,Spot,Simple Earn Flexible Subscription,USDC,-0.01848247,Binance Earn
25-10-21 08:54:15,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-21 08:54:16,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-21 08:54:16,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-21 08:54:16,Spot,Simple Earn Flexible Subscription,SOLV,-0.0054794,Binance Earn
25-10-21 08:54:16,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-22 03:20:21,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-22 03:20:27,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-22 03:20:50,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-22 03:21:14,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-22 03:21:24,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-22 03:21:47,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-22 07:38:33,Spot,Simple Earn Flexible Interest,USDC,0.01848539,Binance Earn
25-10-22 08:52:25,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-22 08:52:25,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-22 08:52:25,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-22 08:52:25,Spot,Simple Earn Flexible Subscription,USDC,-0.01848539,Binance Earn
25-10-22 08:52:26,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-22 08:52:26,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-22 08:52:26,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-23 03:11:19,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-23 03:11:26,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-23 03:11:50,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-23 03:12:15,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-23 03:12:26,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-23 03:12:51,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-23 07:25:53,Spot,Simple Earn Flexible Interest,USDC,0.01848841,Binance Earn
25-10-23 08:57:30,Spot,Simple Earn Flexible Subscription,USDC,-0.01848841,Binance Earn
25-10-23 08:57:30,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-23 08:57:30,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-23 08:57:30,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-23 08:57:31,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-23 08:57:31,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-23 08:57:31,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-24 03:11:01,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-24 03:11:07,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-24 03:11:31,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-24 03:11:56,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-24 03:12:06,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-24 03:12:30,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-24 07:14:45,Spot,Simple Earn Flexible Interest,USDC,0.01849141,Binance Earn
25-10-24 08:54:41,Spot,Simple Earn Flexible Subscription,USDC,-0.01849141,Binance Earn
25-10-24 08:54:41,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-24 08:54:41,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-24 08:54:41,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-24 08:54:42,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-24 08:54:42,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-24 08:54:42,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-25 03:20:59,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-25 03:21:04,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-25 03:21:29,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-25 03:21:53,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-25 03:22:04,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-25 03:22:28,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-25 07:20:18,Spot,Simple Earn Flexible Interest,USDC,0.01849434,Binance Earn
25-10-25 08:54:59,Spot,Simple Earn Flexible Subscription,USDC,-0.01849434,Binance Earn
25-10-25 08:54:59,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-25 08:54:59,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-25 08:54:59,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-25 08:55:00,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-25 08:55:00,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-25 08:55:00,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-26 03:11:00,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-26 03:11:06,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-26 03:11:32,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-26 03:11:59,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-26 03:12:10,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-26 03:12:36,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-26 07:24:02,Spot,Simple Earn Flexible Interest,USDC,0.01849719,Binance Earn
25-10-26 08:52:52,Spot,Simple Earn Flexible Subscription,ACE,-0.00027397,Binance Earn
25-10-26 08:52:52,Spot,Simple Earn Flexible Subscription,USDC,-0.01849719,Binance Earn
25-10-26 08:52:53,Spot,Simple Earn Flexible Subscription,KERNEL,-0.00136985,Binance Earn
25-10-26 08:52:53,Spot,Simple Earn Flexible Subscription,NEAR,-0.00008219,Binance Earn
25-10-26 08:52:53,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
25-10-26 08:52:53,Spot,Simple Earn Flexible Subscription,PYTH,-0.00136985,Binance Earn
25-10-26 08:52:53,Spot,Simple Earn Flexible Subscription,BMT,-0.00136985,Binance Earn
25-10-27 03:11:05,Spot,Simple Earn Locked Rewards,NEAR,0.00008219,Binance Earn
25-10-27 03:11:11,Spot,Simple Earn Locked Rewards,PYTH,0.00136985,Binance Earn
25-10-27 03:11:36,Spot,Simple Earn Locked Rewards,ACE,0.00027397,Binance Earn
25-10-27 03:12:01,Spot,Simple Earn Locked Rewards,GUN,0.0054794,Binance Earn
25-10-27 03:12:12,Spot,Simple Earn Locked Rewards,BMT,0.00136985,Binance Earn
25-10-27 03:12:36,Spot,Simple Earn Locked Rewards,KERNEL,0.00136985,Binance Earn
25-10-27 07:13:49,Spot,Simple Earn Flexible Interest,USDC,0.01850004,Binance Earn
25-10-27 08:57:57,Spot,Simple Earn Flexible Subscription,USDC,-0.01850004,Binance Earn
25-10-27 08:57:57,Spot,Simple Earn Flexible Subscription,GUN,-0.0054794,Binance Earn
